Wall time,Step,Value
1686167737.8938003,100,10.38599967956543
1686167748.0063872,200,9.53600025177002
1686167757.545071,300,9.015999794006348
1686167765.4500647,400,8.66100025177002
1686167774.7913854,500,8.36299991607666
1686167782.5277278,600,8.177000045776367
1686167791.4116948,700,8.012999534606934
1686167799.8205476,800,7.877999782562256
1686167808.4338062,900,7.804999828338623
1686167817.446573,1000,7.688000202178955
1686167824.94304,1100,7.59499979019165
1686167834.371072,1200,7.5929999351501465
1686167843.2299635,1300,7.517000198364258
1686167852.351659,1400,7.473999977111816
1686167861.3706467,1500,7.433000087738037
1686167869.1284323,1600,7.374000072479248
1686167879.0382936,1700,7.359000205993652
1686167887.8159955,1800,7.327000141143799
1686167896.5385306,1900,7.223999977111816
1686167905.8853884,2000,7.198999881744385
1686167913.8170636,2100,7.206999778747559
1686167922.8898733,2200,7.123000144958496
1686167931.2698958,2300,7.138999938964844
1686167939.875097,2400,7.060999870300293
1686167949.3980296,2500,7.105999946594238
1686167957.3692708,2600,7.043000221252441
1686167966.933698,2700,7.058000087738037
1686167975.1056948,2800,6.991000175476074
1686167983.6359224,2900,7.02400016784668
1686167993.5892816,3000,6.994999885559082
1686168001.9440582,3100,7.0279998779296875
1686168011.967883,3200,7.010000228881836
1686168020.6237226,3300,6.879000186920166
1686168029.460111,3400,6.940000057220459
1686168038.5615468,3500,6.900000095367432
1686168046.1748734,3600,6.857999801635742
1686168055.512453,3700,6.840000152587891
1686168063.2195187,3800,6.901000022888184
1686168072.015226,3900,6.789999961853027
1686168080.7153704,4000,6.827000141143799
1686168089.1689718,4100,6.880000114440918
1686168098.5267284,4200,6.790999889373779
1686168106.305465,4300,6.806000232696533
1686168115.252997,4400,6.735000133514404
1686168124.3559194,4500,6.828000068664551
1686168132.8520248,4600,6.783999919891357
1686168141.6219923,4700,6.716000080108643
1686168149.3267803,4800,6.708000183105469
1686168158.8292332,4900,6.760000228881836
1686168167.7202518,5000,6.7230000495910645
1686168176.347633,5100,6.633999824523926
1686168185.4966228,5200,6.739999771118164
1686168192.6997035,5300,6.658999919891357
1686168201.5537837,5400,6.693999767303467
1686168223.086372,5500,6.671000003814697
1686168232.2006714,5600,6.698999881744385
1686168240.4516642,5700,6.578000068664551
1686168249.1547344,5800,6.681000232696533
1686168258.854052,5900,6.627999782562256
1686168266.5072513,6000,6.5879998207092285
1686168275.8272426,6100,6.620999813079834
1686168285.1515348,6200,6.611000061035156
1686168293.4096744,6300,6.513000011444092
1686168302.594017,6400,6.586999893188477
1686168310.4455273,6500,6.567999839782715
1686168319.5750666,6600,6.561999797821045
1686168326.8438656,6700,6.519000053405762
1686168335.8143764,6800,6.5370001792907715
1686168344.8005924,6900,6.561999797821045
1686168353.08025,7000,6.570000171661377
1686168362.3888786,7100,6.605000019073486
1686168370.6008053,7200,6.552999973297119
1686168379.3058324,7300,6.547999858856201
1686168387.7020373,7400,6.519999980926514
1686168396.0810757,7500,6.486999988555908
1686168405.624038,7600,6.60099983215332
1686168413.0153806,7700,6.526000022888184
1686168422.1171994,7800,6.493000030517578
1686168430.531081,7900,6.526000022888184
1686168439.9486864,8000,6.561999797821045
1686168449.3145983,8100,6.47599983215332
1686168457.2603884,8200,6.505000114440918
1686168466.3773046,8300,6.465000152587891
1686168474.368133,8400,6.478000164031982
1686168483.6919541,8500,6.505000114440918
1686168492.530617,8600,6.484000205993652
1686168500.576774,8700,6.499000072479248
1686168510.0725718,8800,6.474999904632568
1686168518.2918127,8900,6.500999927520752
1686168528.0562654,9000,6.5279998779296875
1686168537.364045,9100,6.459000110626221
1686168544.916063,9200,6.493000030517578
1686168554.3255208,9300,6.51200008392334
1686168562.300416,9400,6.485000133514404
1686168571.589299,9500,6.455999851226807
1686168580.8284073,9600,6.439000129699707
1686168588.6659665,9700,6.453999996185303
1686168597.9644732,9800,6.442999839782715
1686168605.1411312,9900,6.400000095367432
1686168614.175432,10000,6.478000164031982
1686168622.570476,10100,6.409999847412109
1686168630.8653407,10200,6.427000045776367
1686168639.9230003,10300,6.427999973297119
1686168647.796372,10400,6.428999900817871
1686168657.4068844,10500,6.488999843597412
1686168665.458715,10600,6.431000232696533
1686168674.4852455,10700,6.433000087738037
1686168683.2077959,10800,6.383999824523926
1686168690.8213573,10900,6.390999794006348
1686168713.755389,11000,6.335999965667725
1686168721.6350164,11100,6.353000164031982
1686168730.6009529,11200,6.308000087738037
1686168739.2668028,11300,6.379000186920166
1686168748.0773568,11400,6.3460001945495605
1686168756.8719625,11500,6.336999893188477
1686168764.6954484,11600,6.415999889373779
1686168773.7207744,11700,6.333000183105469
1686168782.1229827,11800,6.364999771118164
1686168791.1876512,11900,6.357999801635742
1686168799.96804,12000,6.3470001220703125
1686168807.8708518,12100,6.3460001945495605
1686168817.2787144,12200,6.35699987411499
1686168825.0136535,12300,6.36899995803833
1686168834.3053336,12400,6.323999881744385
1686168843.0745075,12500,6.3470001220703125
1686168852.0920882,12600,6.392000198364258
1686168861.2199445,12700,6.331999778747559
1686168868.944109,12800,6.357999801635742
1686168878.3781862,12900,6.334000110626221
1686168887.3771021,13000,6.39900016784668
1686168895.8431702,13100,6.343999862670898
1686168904.7395422,13200,6.315000057220459
1686168912.7317162,13300,6.3379998207092285
1686168921.8739996,13400,6.281000137329102
1686168930.2567797,13500,6.326000213623047
1686168938.9406703,13600,6.331999778747559
1686168948.0175478,13700,6.275000095367432
1686168955.5808704,13800,6.3429999351501465
1686168964.7223513,13900,6.335000038146973
1686168973.2332902,14000,6.328000068664551
1686168981.5491421,14100,6.308000087738037
1686168989.3300831,14200,6.2870001792907715
1686168997.497427,14300,6.298999786376953
1686169006.290072,14400,6.306000232696533
1686169014.6341789,14500,6.343999862670898
1686169024.109463,14600,6.330999851226807
1686169031.9892638,14700,6.291999816894531
1686169040.5593355,14800,6.302000045776367
1686169049.813761,14900,6.322999954223633
1686169057.8508947,15000,6.324999809265137
1686169066.4992912,15100,6.2789998054504395
1686169074.3865244,15200,6.285999774932861
1686169083.3311234,15300,6.269000053405762
1686169091.614805,15400,6.315000057220459
1686169100.1863582,15500,6.318999767303467
1686169108.6851995,15600,6.234000205993652
1686169116.9558318,15700,6.395999908447266
1686169126.172447,15800,6.306000232696533
1686169134.5096607,15900,6.4029998779296875
1686169143.2253854,16000,6.304999828338623
1686169151.9115753,16100,6.316999912261963
1686169159.972009,16200,6.306000232696533
1686169169.0621865,16300,6.269999980926514
1686169190.2202933,16400,6.339000225067139
1686169199.8612242,16500,6.300000190734863
1686169208.568202,16600,6.264999866485596
1686169217.1206436,16700,6.248000144958496
1686169226.18194,16800,6.247000217437744
1686169233.929511,16900,6.244999885559082
1686169243.3961146,17000,6.248000144958496
1686169252.001501,17100,6.2210001945495605
1686169261.1746266,17200,6.27400016784668
1686169270.2321384,17300,6.209000110626221
1686169277.9758623,17400,6.255000114440918
1686169287.2688463,17500,6.241000175476074
1686169296.1270924,17600,6.228000164031982
1686169305.0999436,17700,6.258999824523926
1686169313.9309623,17800,6.229000091552734
1686169321.8895028,17900,6.23799991607666
1686169331.232779,18000,6.288000106811523
1686169339.4655476,18100,6.315000057220459
1686169348.4388185,18200,6.235000133514404
1686169357.6834564,18300,6.252999782562256
1686169365.1406615,18400,6.210000038146973
1686169373.9307415,18500,6.183000087738037
1686169381.8079827,18600,6.236999988555908
1686169390.9688592,18700,6.182000160217285
