Wall time,Step,Value
1686159605.7413201,100,11.07800006866455
1686159621.8921235,200,9.89799976348877
1686159637.128173,300,9.25
1686159652.866929,400,8.847000122070312
1686159668.6960242,500,8.543999671936035
1686159684.610368,600,8.281999588012695
1686159700.508912,700,8.045999526977539
1686159716.1927717,800,7.894000053405762
1686159731.5294797,900,7.701000213623047
1686159747.0850306,1000,7.640999794006348
1686159762.5842073,1100,7.545000076293945
1686159778.0497248,1200,7.4720001220703125
1686159794.23992,1300,7.409999847412109
1686159809.5072184,1400,7.315999984741211
1686159825.1013181,1500,7.320000171661377
1686159840.424615,1600,7.223999977111816
1686159855.3798006,1700,7.195000171661377
1686159870.553536,1800,7.164000034332275
1686159886.6146765,1900,7.135000228881836
1686159901.7603917,2000,7.061999797821045
1686159917.6912591,2100,7.079999923706055
1686159933.6261756,2200,7.052999973297119
1686159949.237492,2300,7.002999782562256
1686159965.1532426,2400,6.980999946594238
1686159980.5814993,2500,6.925000190734863
1686159996.3156567,2600,6.952000141143799
1686160011.43523,2700,6.918000221252441
1686160026.5757508,2800,6.8420000076293945
1686160042.2873724,2900,6.880000114440918
1686160057.9930046,3000,6.835999965667725
1686160073.3669207,3100,6.835999965667725
1686160088.929251,3200,6.814000129699707
1686160104.9219463,3300,6.830999851226807
1686160120.9615,3400,6.840000152587891
1686160136.6112912,3500,6.723999977111816
1686160151.9793034,3600,6.73199987411499
1686160167.8432393,3700,6.760000228881836
1686160183.3480291,3800,6.77400016784668
1686160198.9585137,3900,6.702000141143799
1686160215.2121375,4000,6.732999801635742
1686160230.5492883,4100,6.734000205993652
1686160247.0114794,4200,6.730000019073486
1686160263.0432415,4300,6.683000087738037
1686160279.07147,4400,6.6570000648498535
1686160295.138523,4500,6.6519999504089355
1686160310.2154949,4600,6.671999931335449
1686160326.0936172,4700,6.5980000495910645
1686160341.6740394,4800,6.645999908447266
1686160356.7103906,4900,6.609000205993652
1686160372.4095783,5000,6.618000030517578
1686160388.1327915,5100,6.613999843597412
1686160403.5577438,5200,6.580999851226807
1686160419.5950494,5300,6.558000087738037
1686160434.5862963,5400,6.63100004196167
1686160450.4033635,5500,6.632999897003174
1686160466.1900856,5600,6.578000068664551
1686160482.268311,5700,6.613999843597412
1686160498.370125,5800,6.558000087738037
1686160514.4289398,5900,6.557000160217285
1686160529.6945941,6000,6.510000228881836
1686160545.2109616,6100,6.504000186920166
1686160560.9016783,6200,6.558000087738037
1686160608.4851892,6300,6.546999931335449
1686160623.2737374,6400,6.434000015258789
1686160639.2422314,6500,6.445000171661377
1686160654.4663444,6600,6.422999858856201
1686160670.1453102,6700,6.459000110626221
1686160685.485308,6800,6.415999889373779
1686160701.1324391,6900,6.427000045776367
1686160716.3981142,7000,6.432000160217285
1686160732.3301907,7100,6.4079999923706055
1686160747.9899352,7200,6.4120001792907715
1686160763.4733598,7300,6.408999919891357
1686160779.4001117,7400,6.395999908447266
1686160795.54833,7500,6.435999870300293
1686160811.9164982,7600,6.439000129699707
1686160827.4149568,7700,6.4079999923706055
1686160843.2808905,7800,6.4079999923706055
1686160858.8403597,7900,6.414000034332275
1686160874.6933033,8000,6.394000053405762
1686160890.72773,8100,6.453000068664551
1686160906.3879423,8200,6.369999885559082
1686160922.4695828,8300,6.422999858856201
1686160938.0915663,8400,6.366000175476074
1686160952.7058692,8500,6.35699987411499
1686160968.483833,8600,6.382999897003174
1686160984.384526,8700,6.401000022888184
1686161000.1586688,8800,6.401000022888184
1686161016.148432,8900,6.382999897003174
1686161031.8590086,9000,6.372000217437744
1686161048.355643,9100,6.377999782562256
1686161064.2935574,9200,6.406000137329102
1686161079.2836142,9300,6.34499979019165
1686161094.0558724,9400,6.373000144958496
1686161110.0282226,9500,6.349999904632568
1686161125.8203874,9600,6.3429999351501465
1686161142.1677084,9700,6.3429999351501465
1686161157.7433283,9800,6.336999893188477
1686161173.6716843,9900,6.354000091552734
1686161189.4476888,10000,6.329999923706055
1686161204.6485708,10100,6.327000141143799
