Wall time,Step,Value
1686166655.968802,100,11.869999885559082
1686166669.7392256,200,11.508000373840332
1686166682.8718193,300,11.194999694824219
1686166696.0467308,400,10.791999816894531
1686166709.455099,500,10.581000328063965
1686166723.037232,600,10.406000137329102
1686166736.6820958,700,10.168999671936035
1686166750.2204988,800,10.020000457763672
1686166763.184766,900,9.829999923706055
1686166776.3288786,1000,9.723999977111816
1686166789.34556,1100,9.598999977111816
1686166802.761457,1200,9.543000221252441
1686166816.740825,1300,9.395999908447266
1686166829.9638672,1400,9.180999755859375
1686166843.6381369,1500,9.095999717712402
1686166856.6762643,1600,8.956000328063965
1686166869.3659904,1700,8.87399959564209
1686166882.7509975,1800,8.817000389099121
1686166896.6823645,1900,8.74899959564209
1686166910.138944,2000,8.656000137329102
1686166923.9866629,2100,8.630000114440918
1686166937.3286767,2200,8.557000160217285
1686166950.7928927,2300,8.545999526977539
1686166964.424037,2400,8.456999778747559
1686166977.8800642,2500,8.40999984741211
1686166991.6845696,2600,8.411999702453613
1686167005.0956028,2700,8.347000122070312
1686167018.3674414,2800,8.27299976348877
1686167031.4338903,2900,8.272000312805176
1686167044.664789,3000,8.229999542236328
1686167058.269298,3100,8.232000350952148
1686167071.8155873,3200,8.177000045776367
1686167085.7795212,3300,8.225000381469727
1686167099.6401737,3400,8.163999557495117
1686167112.9326572,3500,8.086000442504883
1686167125.9932346,3600,8.081999778747559
1686167139.8333812,3700,8.081999778747559
1686167153.452776,3800,8.079999923706055
1686167166.9956493,3900,8.013999938964844
1686167181.0850809,4000,8.026000022888184
1686167194.452229,4100,8.029000282287598
1686167208.674822,4200,8.017999649047852
1686167221.913488,4300,7.954999923706055
1686167235.856347,4400,7.923999786376953
1686167249.7435958,4500,7.933000087738037
1686167263.0144775,4600,7.921000003814697
1686167276.915768,4700,7.857999801635742
1686167290.2671726,4800,7.89300012588501
1686167302.9133391,4900,7.8460001945495605
1686167316.53592,5000,7.863999843597412
1686167330.1450062,5100,7.85099983215332
1686167343.5884387,5200,7.824999809265137
1686167357.2172616,5300,7.809000015258789
1686167370.495102,5400,7.841000080108643
1686167383.7813966,5500,7.8470001220703125
1686167397.2213979,5600,7.801000118255615
1686167411.082005,5700,7.833000183105469
1686167424.7731497,5800,7.75600004196167
1686167438.4248605,5900,7.751999855041504
1686167451.485814,6000,7.710000038146973
1686167465.2858095,6100,7.701000213623047
1686167478.5350459,6200,7.75
1686167516.74336,6300,7.748000144958496
1686167529.8617547,6400,7.640999794006348
1686167543.244488,6500,7.6529998779296875
1686167556.2317038,6600,7.640999794006348
1686167569.5873144,6700,7.671999931335449
